date,boro,metric,value
2019-03-23,MANHATTAN,Noise,1281
2019-03-23,MANHATTAN,Illegal Parking,1281
2019-03-23,MANHATTAN,Noise - Commercial,1281
2019-03-23,QUEENS,complaints,1475
2019-03-23,QUEENS,Illegal Parking,1475
2019-03-23,QUEENS,Blocked Driveway,1475
2019-03-23,QUEENS,Request Large Bulky Item Collection,1475
2019-03-23,QUEENS,Noise - Residential,1475
2019-03-23,QUEENS,Street Condition,1475
2019-03-23,STATEN ISLAND,complaints,321
2019-03-23,STATEN ISLAND,Missed Collection (All Materials),321
2019-03-23,STATEN ISLAND,Request Large Bulky Item Collection,321
2019-03-23,STATEN ISLAND,Street Condition,321
2019-03-23,STATEN ISLAND,Illegal Parking,321
2019-03-23,STATEN ISLAND,Electronics Waste,321
2019-03-23,Unspecified,complaints,54
2019-03-23,Unspecified,Benefit Card Replacement,54
2019-03-23,Unspecified,Highway Condition,54
2019-03-23,Unspecified,Taxi Complaint,54
2019-03-23,Unspecified,HPD Literature Request,54
2019-03-23,Unspecified,Ferry Inquiry,54
2019-03-24,Unspecified,DCA / DOH New License Application Request,66
2019-03-24,NYC,Noise - Residential,5752
2019-03-24,NYC,Request Large Bulky Item Collection,5752
2019-03-24,NYC,Illegal Parking,5752
2019-03-24,NYC,HEAT/HOT WATER,5752
2019-03-24,NYC,Blocked Driveway,5752
2019-03-24,BRONX,complaints,937
2019-03-24,BRONX,Noise - Residential,937
2019-03-24,BRONX,HEAT/HOT WATER,937
2019-03-24,BRONX,Illegal Parking,937
2019-03-24,BRONX,Blocked Driveway,937
2019-03-24,BRONX,Noise - Street/Sidewalk,937
2019-03-24,BROOKLYN,complaints,1874
2019-03-24,BROOKLYN,Noise - Residential,1874
2019-03-24,BROOKLYN,Request Large Bulky Item Collection,1874
2019-03-24,BROOKLYN,Illegal Parking,1874
2019-03-24,BROOKLYN,HEAT/HOT WATER,1874
2019-03-24,BROOKLYN,Blocked Driveway,1874
2019-03-24,MANHATTAN,complaints,1052
2019-03-24,MANHATTAN,Noise - Residential,1052
2019-03-24,MANHATTAN,HEAT/HOT WATER,1052
2019-03-24,MANHATTAN,Noise - Street/Sidewalk,1052
2019-03-24,MANHATTAN,Illegal Parking,1052
2019-03-24,MANHATTAN,Noise - Commercial,1052
2019-03-24,QUEENS,complaints,1492
2019-03-24,QUEENS,Request Large Bulky Item Collection,1492
2019-03-24,QUEENS,Noise - Residential,1492
2019-03-24,QUEENS,Illegal Parking,1492
2019-03-24,QUEENS,Blocked Driveway,1492
2019-03-24,QUEENS,Street Condition,1492
2019-03-24,STATEN ISLAND,complaints,331
2019-03-24,STATEN ISLAND,Request Large Bulky Item Collection,331
2019-03-24,STATEN ISLAND,Missed Collection (All Materials),331
2019-03-24,STATEN ISLAND,Electronics Waste,331
2019-03-24,STATEN ISLAND,Illegal Parking,331
2019-03-24,STATEN ISLAND,Street Condition,331
2019-03-24,Unspecified,complaints,66
2019-03-24,Unspecified,Highway Condition,66
2019-03-24,Unspecified,Benefit Card Replacement,66
2019-03-24,Unspecified,HPD Literature Request,66
2019-03-24,Unspecified,Maintenance or Facility,66
2019-03-24,Unspecified,DCA / DOH New License Application Request,66
2019-03-25,Unspecified,DCA / DOH New License Application Request,142
2019-03-25,NYC,Request Large Bulky Item Collection,8408
2019-03-25,NYC,Illegal Parking,8408
2019-03-25,NYC,HEAT/HOT WATER,8408
2019-03-25,NYC,Street Condition,8408
2019-03-25,NYC,Noise - Residential,8408
2019-03-25,BRONX,complaints,1291
2019-03-25,BRONX,HEAT/HOT WATER,1291
2019-03-25,BRONX,Noise - Residential,1291
2019-03-25,BRONX,PAINT/PLASTER,1291
2019-03-25,BRONX,UNSANITARY CONDITION,1291
2019-03-25,BRONX,Illegal Parking,1291
2019-03-25,BROOKLYN,complaints,2751
2019-03-25,BROOKLYN,Request Large Bulky Item Collection,2751
2019-03-25,BROOKLYN,Illegal Parking,2751
2019-03-25,BROOKLYN,HEAT/HOT WATER,2751
2019-03-25,BROOKLYN,Street Condition,2751
2019-03-25,BROOKLYN,Blocked Driveway,2751
2019-03-25,MANHATTAN,complaints,1434
2019-03-25,MANHATTAN,Noise - Residential,1434
2019-03-25,MANHATTAN,HEAT/HOT WATER,1434
2019-03-25,MANHATTAN,Illegal Parking,1434
2019-03-25,MANHATTAN,Noise,1434
2019-03-25,MANHATTAN,Request Large Bulky Item Collection,1434
2019-03-25,QUEENS,complaints,2267
2019-03-25,QUEENS,Request Large Bulky Item Collection,2267
2019-03-25,QUEENS,Illegal Parking,2267
2019-03-25,QUEENS,Street Condition,2267
2019-03-25,QUEENS,Blocked Driveway,2267
2019-03-25,QUEENS,Noise - Residential,2267
2019-03-25,STATEN ISLAND,complaints,523
2019-03-25,STATEN ISLAND,Request Large Bulky Item Collection,523
2019-03-25,STATEN ISLAND,Street Condition,523
2019-03-25,STATEN ISLAND,Electronics Waste,523
2019-03-25,STATEN ISLAND,Street Light Condition,523
2019-03-25,STATEN ISLAND,Plumbing,523
2019-03-25,Unspecified,complaints,142
2019-03-25,Unspecified,Highway Condition,142
2019-03-25,Unspecified,Benefit Card Replacement,142
2019-03-25,Unspecified,DOF Parking - Payment Issue,142
2019-03-25,Unspecified,HPD Literature Request,142
2019-03-25,Unspecified,DCA / DOH New License Application Request,142
2019-03-26,Unspecified,Taxi Complaint,141
2019-03-26,NYC,Request Large Bulky Item Collection,8165
2019-03-26,NYC,HEAT/HOT WATER,8165
2019-03-26,NYC,Illegal Parking,8165
2019-03-26,NYC,Noise - Residential,8165
2019-03-26,NYC,Street Condition,8165
2019-03-26,BRONX,complaints,1384
2019-03-26,BRONX,HEAT/HOT WATER,1384
2019-03-26,BRONX,Noise - Residential,1384
2019-03-26,BRONX,PAINT/PLASTER,1384
2019-03-26,BRONX,UNSANITARY CONDITION,1384
2019-03-26,BRONX,Illegal Parking,1384
2019-03-26,BROOKLYN,complaints,2718
2019-03-26,BROOKLYN,Request Large Bulky Item Collection,2718
2019-03-26,BROOKLYN,HEAT/HOT WATER,2718
2019-03-26,BROOKLYN,Illegal Parking,2718
2019-03-26,BROOKLYN,Blocked Driveway,2718
2019-03-26,BROOKLYN,Street Condition,2718
2019-03-26,MANHATTAN,complaints,1445
2019-03-26,MANHATTAN,HEAT/HOT WATER,1445
2019-03-26,MANHATTAN,Noise,1445
2019-03-26,MANHATTAN,Noise - Residential,1445
2019-03-26,MANHATTAN,Request Large Bulky Item Collection,1445
2019-03-26,MANHATTAN,Illegal Parking,1445
2019-03-26,QUEENS,complaints,1997
2019-03-26,QUEENS,Request Large Bulky Item Collection,1997
2019-03-26,QUEENS,Illegal Parking,1997
2019-03-26,QUEENS,Street Condition,1997
2019-03-26,QUEENS,Blocked Driveway,1997
2019-03-26,QUEENS,Noise - Residential,1997
2019-03-26,STATEN ISLAND,complaints,480
2019-03-26,STATEN ISLAND,Request Large Bulky Item Collection,480
2019-03-26,STATEN ISLAND,Street Condition,480
2019-03-26,STATEN ISLAND,Electronics Waste,480
2019-03-26,STATEN ISLAND,Water System,480
2019-03-26,STATEN ISLAND,Illegal Parking,480
2019-03-26,Unspecified,complaints,141
2019-03-26,Unspecified,Benefit Card Replacement,141
2019-03-26,Unspecified,Highway Condition,141
2019-03-26,Unspecified,DOF Parking - Payment Issue,141
2019-03-26,Unspecified,HPD Literature Request,141
2019-03-26,Unspecified,Taxi Complaint,141
2019-03-27,Unspecified,Question,147
2019-03-27,NYC,HEAT/HOT WATER,8234
2019-03-27,NYC,Request Large Bulky Item Collection,8234
2019-03-27,NYC,Illegal Parking,8234
2019-03-27,NYC,Street Condition,8234
2019-03-27,NYC,Noise - Residential,8234
2019-03-27,BRONX,complaints,1400
2019-03-27,BRONX,HEAT/HOT WATER,1400
2019-03-27,BRONX,Noise - Residential,1400
2019-03-27,BRONX,UNSANITARY CONDITION,1400
2019-03-27,BRONX,PLUMBING,1400
2019-03-27,BRONX,PAINT/PLASTER,1400
2019-03-27,BROOKLYN,complaints,2710
2019-03-27,BROOKLYN,Request Large Bulky Item Collection,2710
2019-03-27,BROOKLYN,HEAT/HOT WATER,2710
2019-03-27,BROOKLYN,Illegal Parking,2710
2019-03-27,BROOKLYN,Street Condition,2710
2019-03-27,BROOKLYN,Blocked Driveway,2710
2019-03-27,MANHATTAN,complaints,1450
2019-03-27,MANHATTAN,HEAT/HOT WATER,1450
2019-03-27,MANHATTAN,Noise,1450
2019-03-27,MANHATTAN,Illegal Parking,1450
2019-03-27,MANHATTAN,Street Condition,1450
2019-03-27,MANHATTAN,Noise - Residential,1450
2019-03-27,QUEENS,complaints,2025
2019-03-27,QUEENS,Request Large Bulky Item Collection,2025
2019-03-27,QUEENS,Illegal Parking,2025
2019-03-27,QUEENS,Street Condition,2025
2019-03-27,QUEENS,HEAT/HOT WATER,2025
2019-03-27,QUEENS,Blocked Driveway,2025
2019-03-27,STATEN ISLAND,complaints,502
2019-03-27,STATEN ISLAND,Street Condition,502
2019-03-27,STATEN ISLAND,Request Large Bulky Item Collection,502
2019-03-27,STATEN ISLAND,Electronics Waste,502
2019-03-27,STATEN ISLAND,Illegal Parking,502
2019-03-27,STATEN ISLAND,Dirty Conditions,502
2019-03-27,Unspecified,complaints,147
2019-03-27,Unspecified,Benefit Card Replacement,147
2019-03-27,Unspecified,HPD Literature Request,147
2019-03-27,Unspecified,DOF Parking - Payment Issue,147
2019-03-27,Unspecified,Highway Condition,147
2019-03-27,Unspecified,Question,147
2019-03-28,Unspecified,DCA / DOH New License Application Request,108
2019-03-28,NYC,Request Large Bulky Item Collection,7731
2019-03-28,NYC,HEAT/HOT WATER,7731
2019-03-28,NYC,Illegal Parking,7731
2019-03-28,NYC,Noise - Residential,7731
2019-03-28,NYC,Street Condition,7731
2019-03-28,BRONX,complaints,1268
2019-03-28,BRONX,HEAT/HOT WATER,1268
2019-03-28,BRONX,Noise - Residential,1268
2019-03-28,BRONX,Illegal Parking,1268
2019-03-28,BRONX,Blocked Driveway,1268
2019-03-28,BRONX,PLUMBING,1268
2019-03-28,BROOKLYN,complaints,2542
2019-03-28,BROOKLYN,Request Large Bulky Item Collection,2542
2019-03-28,BROOKLYN,Illegal Parking,2542
2019-03-28,BROOKLYN,HEAT/HOT WATER,2542
2019-03-28,BROOKLYN,Blocked Driveway,2542
2019-03-28,BROOKLYN,Noise - Residential,2542
2019-03-28,MANHATTAN,complaints,1459
2019-03-28,MANHATTAN,Noise,1459
2019-03-28,MANHATTAN,HEAT/HOT WATER,1459
2019-03-28,MANHATTAN,Noise - Residential,1459
2019-03-28,MANHATTAN,Illegal Parking,1459
2019-03-28,MANHATTAN,Request Large Bulky Item Collection,1459
2019-03-28,QUEENS,complaints,1831
2019-03-28,QUEENS,Request Large Bulky Item Collection,1831
2019-03-28,QUEENS,Illegal Parking,1831
2019-03-28,QUEENS,Blocked Driveway,1831
2019-03-28,QUEENS,Street Condition,1831
2019-03-28,QUEENS,Noise - Residential,1831
2019-03-28,STATEN ISLAND,complaints,523
2019-03-28,STATEN ISLAND,Request Large Bulky Item Collection,523
2019-03-28,STATEN ISLAND,Street Condition,523
2019-03-28,STATEN ISLAND,Electronics Waste,523
2019-03-28,STATEN ISLAND,Missed Collection (All Materials),523
2019-03-28,STATEN ISLAND,Illegal Parking,523
2019-03-28,Unspecified,complaints,108
2019-03-28,Unspecified,Benefit Card Replacement,108
2019-03-28,Unspecified,DOF Parking - Payment Issue,108
2019-03-28,Unspecified,Highway Condition,108
2019-03-28,Unspecified,HPD Literature Request,108
2019-03-28,Unspecified,DCA / DOH New License Application Request,108
2019-03-29,Unspecified,Highway Condition,115
2019-03-29,NYC,Noise - Residential,7593
2019-03-29,NYC,Illegal Parking,7593
2019-03-29,NYC,Request Large Bulky Item Collection,7593
2019-03-29,NYC,HEAT/HOT WATER,7593
2019-03-29,NYC,Blocked Driveway,7593
2019-03-29,BRONX,complaints,1223
2019-03-29,BRONX,Noise - Residential,1223
2019-03-29,BRONX,HEAT/HOT WATER,1223
2019-03-29,BRONX,UNSANITARY CONDITION,1223
2019-03-29,BRONX,Blocked Driveway,1223
2019-03-29,BRONX,PAINT/PLASTER,1223
2019-03-29,BROOKLYN,complaints,2348
2019-03-29,BROOKLYN,Illegal Parking,2348
2019-03-29,BROOKLYN,Noise - Residential,2348
2019-03-29,BROOKLYN,Request Large Bulky Item Collection,2348
2019-03-29,BROOKLYN,Blocked Driveway,2348
2019-03-29,BROOKLYN,HEAT/HOT WATER,2348
2019-03-29,MANHATTAN,complaints,1431
2019-03-29,MANHATTAN,Noise - Residential,1431
2019-03-29,MANHATTAN,Illegal Parking,1431
2019-03-29,MANHATTAN,Noise,1431
2019-03-29,MANHATTAN,HEAT/HOT WATER,1431
2019-03-29,MANHATTAN,Noise - Street/Sidewalk,1431
2019-03-29,QUEENS,complaints,2071
2019-03-29,QUEENS,Request Large Bulky Item Collection,2071
2019-03-29,QUEENS,Graffiti,2071
2019-03-29,QUEENS,Illegal Parking,2071
2019-03-29,QUEENS,Blocked Driveway,2071
2019-03-29,QUEENS,Street Condition,2071
2019-03-29,STATEN ISLAND,complaints,405
2019-03-29,STATEN ISLAND,Request Large Bulky Item Collection,405
2019-03-29,STATEN ISLAND,Street Condition,405
2019-03-29,STATEN ISLAND,Electronics Waste,405
2019-03-29,STATEN ISLAND,Missed Collection (All Materials),405
2019-03-29,STATEN ISLAND,Construction Safety Enforcement,405
2019-03-29,Unspecified,complaints,115
2019-03-29,Unspecified,Benefit Card Replacement,115
2019-03-29,Unspecified,DOF Parking - Payment Issue,115
2019-03-29,Unspecified,HPD Literature Request,115
2019-03-29,Unspecified,Question,115
2019-03-29,Unspecified,Highway Condition,115
2019-03-30,Unspecified,Traffic Signal Condition,42
2019-03-30,NYC,Noise - Residential,6216
2019-03-30,NYC,Request Large Bulky Item Collection,6216
2019-03-30,NYC,Illegal Parking,6216
2019-03-30,NYC,Blocked Driveway,6216
2019-03-30,NYC,HEAT/HOT WATER,6216
2019-03-30,BRONX,complaints,891
2019-03-30,BRONX,Noise - Residential,891
2019-03-30,BRONX,HEAT/HOT WATER,891
2019-03-30,BRONX,Blocked Driveway,891
2019-03-30,BRONX,Illegal Parking,891
2019-03-30,BRONX,Noise - Street/Sidewalk,891
2019-03-30,BROOKLYN,complaints,1942
2019-03-30,BROOKLYN,Noise - Residential,1942
2019-03-30,BROOKLYN,Request Large Bulky Item Collection,1942
2019-03-30,BROOKLYN,Illegal Parking,1942
2019-03-30,BROOKLYN,HEAT/HOT WATER,1942
2019-03-30,BROOKLYN,Blocked Driveway,1942
2019-03-30,MANHATTAN,complaints,1404
2019-03-30,MANHATTAN,Noise - Residential,1404
2019-03-30,MANHATTAN,Noise,1404
2019-03-30,MANHATTAN,Noise - Street/Sidewalk,1404
2019-03-30,MANHATTAN,Noise - Commercial,1404
2019-03-30,MANHATTAN,HEAT/HOT WATER,1404
2019-03-30,QUEENS,complaints,1607
2019-03-30,QUEENS,Noise - Residential,1607
2019-03-30,QUEENS,Request Large Bulky Item Collection,1607
2019-03-30,QUEENS,Illegal Parking,1607
2019-03-30,QUEENS,Blocked Driveway,1607
2019-03-30,QUEENS,Street Condition,1607
2019-03-30,STATEN ISLAND,complaints,330
2019-03-30,STATEN ISLAND,Request Large Bulky Item Collection,330
2019-03-30,STATEN ISLAND,Noise - Residential,330
2019-03-30,STATEN ISLAND,Missed Collection (All Materials),330
2019-03-30,STATEN ISLAND,Electronics Waste,330
2019-03-30,STATEN ISLAND,Street Condition,330
2019-03-30,Unspecified,complaints,42
2019-03-30,Unspecified,Benefit Card Replacement,42
2019-03-30,Unspecified,HPD Literature Request,42
2019-03-30,Unspecified,Maintenance or Facility,42
2019-03-30,Unspecified,Taxi Complaint,42
2019-03-30,Unspecified,Traffic Signal Condition,42
2019-03-31,Unspecified,Housing Options,33
2019-03-31,NYC,Noise - Residential,5696
2019-03-31,NYC,Request Large Bulky Item Collection,5696
2019-03-31,NYC,Illegal Parking,5696
2019-03-31,NYC,HEAT/HOT WATER,5696
2019-03-31,NYC,Blocked Driveway,5696
2019-03-31,BRONX,complaints,946
2019-03-31,BRONX,Noise - Residential,946
2019-03-31,BRONX,HEAT/HOT WATER,946
2019-03-31,BRONX,Illegal Parking,946
2019-03-31,BRONX,Blocked Driveway,946
2019-03-31,BRONX,UNSANITARY CONDITION,946
2019-03-31,BROOKLYN,complaints,1762
2019-03-31,BROOKLYN,Noise - Residential,1762
2019-03-31,BROOKLYN,Request Large Bulky Item Collection,1762
2019-03-31,BROOKLYN,HEAT/HOT WATER,1762
2019-03-31,BROOKLYN,Illegal Parking,1762
2019-03-31,BROOKLYN,Blocked Driveway,1762
2019-03-31,MANHATTAN,complaints,1103
2019-03-31,MANHATTAN,Noise - Residential,1103
2019-03-31,MANHATTAN,HEAT/HOT WATER,1103
2019-03-31,MANHATTAN,Noise - Street/Sidewalk,1103
2019-03-31,MANHATTAN,Illegal Parking,1103
2019-03-31,MANHATTAN,Request Large Bulky Item Collection,1103
2019-03-31,QUEENS,complaints,1545
2019-03-31,QUEENS,Noise - Residential,1545
2019-03-31,QUEENS,Request Large Bulky Item Collection,1545
2019-03-31,QUEENS,Blocked Driveway,1545
2019-03-31,QUEENS,Illegal Parking,1545
2019-03-31,QUEENS,Street Condition,1545
2019-03-31,STATEN ISLAND,complaints,307
2019-03-31,STATEN ISLAND,Request Large Bulky Item Collection,307
2019-03-31,STATEN ISLAND,Illegal Parking,307
2019-03-31,STATEN ISLAND,Missed Collection (All Materials),307
2019-03-31,STATEN ISLAND,Electronics Waste,307
2019-03-31,STATEN ISLAND,Noise - Residential,307
2019-03-31,Unspecified,complaints,33
2019-03-31,Unspecified,Highway Condition,33
2019-03-31,Unspecified,HPD Literature Request,33
2019-03-31,Unspecified,Benefit Card Replacement,33
2019-03-31,Unspecified,Illegal Parking,33
2019-03-31,Unspecified,Housing Options,33
2019-04-01,Unspecified,Highway Condition,145
2019-04-01,NYC,HEAT/HOT WATER,8481
2019-04-01,NYC,Request Large Bulky Item Collection,8481
2019-04-01,NYC,Illegal Parking,8481
2019-04-01,NYC,Noise - Residential,8481
2019-04-01,NYC,Blocked Driveway,8481
2019-04-01,BRONX,complaints,1480
2019-04-01,BRONX,HEAT/HOT WATER,1480
2019-04-01,BRONX,Street Light Condition,1480
2019-04-01,BRONX,Noise - Residential,1480
2019-04-01,BRONX,PAINT/PLASTER,1480
2019-04-01,BRONX,UNSANITARY CONDITION,1480
2019-04-01,BROOKLYN,complaints,2649
2019-04-01,BROOKLYN,HEAT/HOT WATER,2649
2019-04-01,BROOKLYN,Request Large Bulky Item Collection,2649
2019-04-01,BROOKLYN,Blocked Driveway,2649
2019-04-01,BROOKLYN,Illegal Parking,2649
2019-04-01,BROOKLYN,UNSANITARY CONDITION,2649
2019-04-01,MANHATTAN,complaints,1489
2019-04-01,MANHATTAN,HEAT/HOT WATER,1489
2019-04-01,MANHATTAN,Street Light Condition,1489
2019-04-01,MANHATTAN,Noise - Residential,1489
2019-04-01,MANHATTAN,Noise,1489
2019-04-01,MANHATTAN,Illegal Parking,1489
2019-04-01,QUEENS,complaints,2270
2019-04-01,QUEENS,Request Large Bulky Item Collection,2270
2019-04-01,QUEENS,Blocked Driveway,2270
2019-04-01,QUEENS,Noise - Residential,2270
2019-04-01,QUEENS,Illegal Parking,2270
2019-04-01,QUEENS,HEAT/HOT WATER,2270
2019-04-01,STATEN ISLAND,complaints,448
2019-04-01,STATEN ISLAND,Request Large Bulky Item Collection,448
2019-04-01,STATEN ISLAND,Electronics Waste,448
2019-04-01,STATEN ISLAND,Street Condition,448
2019-04-01,STATEN ISLAND,Water System,448
2019-04-01,STATEN ISLAND,Illegal Parking,448
2019-04-01,Unspecified,complaints,145
2019-04-01,Unspecified,Benefit Card Replacement,145
2019-04-01,Unspecified,DOF Parking - Payment Issue,145
2019-04-01,Unspecified,HPD Literature Request,145
2019-04-01,Unspecified,For Hire Vehicle Complaint,145
2019-04-01,Unspecified,Highway Condition,145
2019-04-02,Unspecified,Street Condition,136
2019-04-02,NYC,Request Large Bulky Item Collection,8036
2019-04-02,NYC,HEAT/HOT WATER,8036
2019-04-02,NYC,Illegal Parking,8036
2019-04-02,NYC,Noise - Residential,8036
2019-04-02,NYC,Blocked Driveway,8036
2019-04-02,BRONX,complaints,1324
2019-04-02,BRONX,HEAT/HOT WATER,1324
2019-04-02,BRONX,UNSANITARY CONDITION,1324
2019-04-02,BRONX,Noise - Residential,1324
2019-04-02,BRONX,PLUMBING,1324
2019-04-02,BRONX,PAINT/PLASTER,1324
2019-04-02,BROOKLYN,complaints,2623
2019-04-02,BROOKLYN,Request Large Bulky Item Collection,2623
2019-04-02,BROOKLYN,Illegal Parking,2623
2019-04-02,BROOKLYN,HEAT/HOT WATER,2623
2019-04-02,BROOKLYN,Blocked Driveway,2623
2019-04-02,BROOKLYN,Noise - Residential,2623
2019-04-02,MANHATTAN,complaints,1298
2019-04-02,MANHATTAN,HEAT/HOT WATER,1298
2019-04-02,MANHATTAN,Noise,1298
2019-04-02,MANHATTAN,Illegal Parking,1298
2019-04-02,MANHATTAN,Noise - Residential,1298
2019-04-02,MANHATTAN,Street Condition,1298
2019-04-02,QUEENS,complaints,2183
2019-04-02,QUEENS,Request Large Bulky Item Collection,2183
2019-04-02,QUEENS,Noise - Residential,2183
2019-04-02,QUEENS,Blocked Driveway,2183
2019-04-02,QUEENS,Illegal Parking,2183
2019-04-02,QUEENS,Street Condition,2183
2019-04-02,STATEN ISLAND,complaints,472
2019-04-02,STATEN ISLAND,Street Condition,472
2019-04-02,STATEN ISLAND,Request Large Bulky Item Collection,472
2019-04-02,STATEN ISLAND,Missed Collection (All Materials),472
2019-04-02,STATEN ISLAND,Electronics Waste,472
2019-04-02,STATEN ISLAND,Illegal Parking,472
2019-04-02,Unspecified,complaints,136
2019-04-02,Unspecified,Benefit Card Replacement,136
2019-04-02,Unspecified,DOF Parking - Payment Issue,136
2019-04-02,Unspecified,Highway Condition,136
2019-04-02,Unspecified,HPD Literature Request,136
2019-04-02,Unspecified,Street Condition,136
2019-04-03,Unspecified,Question,109
2019-04-03,NYC,Request Large Bulky Item Collection,7935
2019-04-03,NYC,Illegal Parking,7935
2019-04-03,NYC,Noise - Residential,7935
2019-04-03,NYC,Street Light Condition,7935
2019-04-03,NYC,HEAT/HOT WATER,7935
2019-04-03,BRONX,complaints,1199
2019-04-03,BRONX,HEAT/HOT WATER,1199
2019-04-03,BRONX,Street Light Condition,1199
2019-04-03,BRONX,UNSANITARY CONDITION,1199
2019-04-03,BRONX,Noise - Residential,1199
2019-04-03,BRONX,PAINT/PLASTER,1199
2019-04-03,BROOKLYN,complaints,2508
2019-04-03,BROOKLYN,Request Large Bulky Item Collection,2508
2019-04-03,BROOKLYN,Illegal Parking,2508
2019-04-03,BROOKLYN,Blocked Driveway,2508
2019-04-03,BROOKLYN,Noise - Residential,2508
2019-04-03,BROOKLYN,HEAT/HOT WATER,2508
2019-04-03,MANHATTAN,complaints,1489
2019-04-03,MANHATTAN,Noise - Residential,1489
2019-04-03,MANHATTAN,Noise,1489
2019-04-03,MANHATTAN,Street Light Condition,1489
2019-04-03,MANHATTAN,HEAT/HOT WATER,1489
2019-04-03,MANHATTAN,Illegal Parking,1489
2019-04-03,QUEENS,complaints,2185
2019-04-03,QUEENS,Request Large Bulky Item Collection,2185
2019-04-03,QUEENS,Illegal Parking,2185
2019-04-03,QUEENS,Street Condition,2185
2019-04-03,QUEENS,Blocked Driveway,2185
2019-04-03,QUEENS,Noise - Residential,2185
2019-04-03,STATEN ISLAND,complaints,445
2019-04-03,STATEN ISLAND,Request Large Bulky Item Collection,445
2019-04-03,STATEN ISLAND,Electronics Waste,445
2019-04-03,STATEN ISLAND,Missed Collection (All Materials),445
2019-04-03,STATEN ISLAND,Street Condition,445
2019-04-03,STATEN ISLAND,Illegal Parking,445
2019-04-03,Unspecified,complaints,109
2019-04-03,Unspecified,Benefit Card Replacement,109
2019-04-03,Unspecified,DOF Parking - Payment Issue,109
2019-04-03,Unspecified,DCA / DOH New License Application Request,109
2019-04-03,Unspecified,Highway Condition,109
2019-04-03,Unspecified,Question,109
2019-04-04,Unspecified,Highway Condition,148
2019-04-04,NYC,Request Large Bulky Item Collection,7892
2019-04-04,NYC,Illegal Parking,7892
2019-04-04,NYC,HEAT/HOT WATER,7892
2019-04-04,NYC,Noise - Residential,7892
2019-04-04,NYC,Blocked Driveway,7892
2019-04-04,BRONX,complaints,1217
2019-04-04,BRONX,HEAT/HOT WATER,1217
2019-04-04,BRONX,Noise - Residential,1217
2019-04-04,BRONX,Illegal Parking,1217
2019-04-04,BRONX,PAINT/PLASTER,1217
2019-04-04,BRONX,Blocked Driveway,1217
2019-04-04,BROOKLYN,complaints,2741
2019-04-04,BROOKLYN,Request Large Bulky Item Collection,2741
2019-04-04,BROOKLYN,Illegal Parking,2741
2019-04-04,BROOKLYN,HEAT/HOT WATER,2741
2019-04-04,BROOKLYN,Blocked Driveway,2741
2019-04-04,BROOKLYN,Street Light Condition,2741
2019-04-04,MANHATTAN,complaints,1353
2019-04-04,MANHATTAN,Noise - Residential,1353
2019-04-04,MANHATTAN,HEAT/HOT WATER,1353
2019-04-04,MANHATTAN,Illegal Parking,1353
2019-04-04,MANHATTAN,Noise,1353
2019-04-04,MANHATTAN,Request Large Bulky Item Collection,1353
2019-04-04,QUEENS,complaints,1984
2019-04-04,QUEENS,Request Large Bulky Item Collection,1984
2019-04-04,QUEENS,Illegal Parking,1984
2019-04-04,QUEENS,Blocked Driveway,1984
2019-04-04,QUEENS,Noise - Residential,1984
2019-04-04,QUEENS,Street Condition,1984
2019-04-04,STATEN ISLAND,complaints,449
2019-04-04,STATEN ISLAND,Request Large Bulky Item Collection,449
2019-04-04,STATEN ISLAND,Electronics Waste,449
2019-04-04,STATEN ISLAND,Street Condition,449
2019-04-04,STATEN ISLAND,Sanitation Condition,449
2019-04-04,STATEN ISLAND,Missed Collection (All Materials),449
2019-04-04,Unspecified,complaints,148
2019-04-04,Unspecified,Benefit Card Replacement,148
2019-04-04,Unspecified,DOF Parking - Payment Issue,148
2019-04-04,Unspecified,HPD Literature Request,148
2019-04-04,Unspecified,For Hire Vehicle Complaint,148
2019-04-04,Unspecified,Highway Condition,148
2019-04-05,Unspecified,Highway Condition,106
2019-04-05,NYC,HEAT/HOT WATER,7164
2019-04-05,NYC,Noise - Residential,7164
2019-04-05,NYC,Illegal Parking,7164
2019-04-05,NYC,Request Large Bulky Item Collection,7164
2019-04-05,NYC,Street Light Condition,7164
2019-04-05,BRONX,complaints,1225
2019-04-05,BRONX,HEAT/HOT WATER,1225
2019-04-05,BRONX,Noise - Residential,1225
2019-04-05,BRONX,Street Light Condition,1225
2019-04-05,BRONX,Illegal Parking,1225
2019-04-05,BRONX,UNSANITARY CONDITION,1225
2019-04-05,BROOKLYN,complaints,2435
2019-04-05,BROOKLYN,HEAT/HOT WATER,2435
2019-04-05,BROOKLYN,Illegal Parking,2435
2019-04-05,BROOKLYN,Noise - Residential,2435
2019-04-05,BROOKLYN,Request Large Bulky Item Collection,2435
2019-04-05,BROOKLYN,Blocked Driveway,2435
2019-04-05,MANHATTAN,complaints,1401
2019-04-05,MANHATTAN,HEAT/HOT WATER,1401
2019-04-05,MANHATTAN,Noise - Residential,1401
2019-04-05,MANHATTAN,Street Light Condition,1401
2019-04-05,MANHATTAN,Illegal Parking,1401
2019-04-05,MANHATTAN,Request Large Bulky Item Collection,1401
2019-04-05,QUEENS,complaints,1642
2019-04-05,QUEENS,Request Large Bulky Item Collection,1642
2019-04-05,QUEENS,Illegal Parking,1642
2019-04-05,QUEENS,Blocked Driveway,1642
2019-04-05,QUEENS,Noise - Residential,1642
